OTU ID	A01	A02	A03	A04	A05	A06	A07	A08	A09	A10	N01	N02	N03	N04	N05	N06	N07	N08	N10	N11	N12	N13	N14	N15	N16	taxonomy
f08b4108149b06cc52c1cc1e1b8d7e69	28.0	43.0	41.0	53.0	65.0	116.0	37.0	145.0	143.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
c1427d1d88f4bc1bea83aac2ed75b86c	255.0	20.0	178.0	19.0	0.0	0.0	0.0	0.0	0.0	227.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
a880ed2d41968971f4fce9e649b40160	170.0	36.0	220.0	57.0	0.0	0.0	0.0	0.0	0.0	213.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
88b5b5240649749ca876d10823045b01	55.0	44.0	53.0	47.0	35.0	111.0	82.0	127.0	74.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
0c1e2398985a5329dae49a7dfe961925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	293.0	228.0	0.0	0.0	64.0	0.0	0.0	0.0	93.0	0.0	0.0	0.0	0.0	Unassigned
8d2a29d23de2d1b6cada06bf85915274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	213.0	0.0	0.0	65.0	0.0	76.0	12.0	23.0	256.0	0.0	0.0	Unassigned
f5528868e4266d10220a150103906178	93.0	142.0	132.0	153.0	0.0	0.0	0.0	0.0	0.0	136.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
8daa24809002247beeeb4130b91033c5	0.0	0.0	0.0	0.0	146.0	18.0	25.0	213.0	241.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
595a7348d492095b322756f053301b7e	55.0	108.0	50.0	47.0	34.0	57.0	48.0	54.0	99.0	89.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
a39f96564c95092a7622547c6ad9ee98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	335.0	0.0	0.0	0.0	143.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	75.0	20.0	0.0	Unassigned
2c1bfc84e8a153278bbfa2b7ae5c569c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.0	0.0	0.0	336.0	0.0	0.0	0.0	201.0	0.0	0.0	0.0	0.0	Unassigned
ba659915d765adba621cfca5514395f9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	622.0	Unassigned
0b7bb641eb02da03ef77bafed634d3b5	60.0	98.0	51.0	83.0	9.0	40.0	30.0	93.0	58.0	97.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
9e53e89599eceafacb339d62d1feedf4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	592.0	Unassigned
3026e73715ce1cc1278e0977c23d0fff	88.0	92.0	110.0	127.0	4.0	23.0	39.0	0.0	6.0	102.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
cb96a2aa36f795e803fa0461bc32c688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	573.0	0.0	0.0	0.0	Unassigned
8739f4dad4bf135f224c096b9409c013	87.0	70.0	97.0	133.0	0.0	0.0	0.0	0.0	0.0	194.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
1b2c41577c16f4c672a2a861e6b89b14	87.0	111.0	88.0	165.0	0.0	0.0	0.0	0.0	0.0	118.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
34fd958c9fb06110cc0049b5ae2eb89d	72.0	64.0	58.0	37.0	54.0	34.0	92.0	44.0	60.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
3fec3b2dc391502d5d02780938545181	67.0	6.0	86.0	24.0	0.0	194.0	104.0	0.0	0.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
44b3382d89f76af06365ff9df317cc70	0.0	0.0	0.0	0.0	104.0	58.0	76.0	151.0	166.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
e3e60396f75a9b58a14f5e5d5135ba73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	555.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
b3d58312c6327dbaabc317b9e08f7a7d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	8.0	0.0	0.0	34.0	36.0	0.0	0.0	410.0	13.0	0.0	0.0	Unassigned
bd9199f5a9b5f0b8d7413908651b0b35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	548.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Unassigned
